datatime,ningjie_shuiliuliang_youxuanzhi,gaoya_geishuiliuliang_youxuanzhi,chuyangqi_tiaojiefa_weizhifankui,ranji_fuhe,qiji_fuhe,chuyangqi_rukou_yali,diya_qibao_yali_youxuanzhi,diya_zhuqiliuliang_youxuanzhi,gaoya_jianwenshui_liuliang,ranji_paiqi_wendu,diya_qibao_shuiwei_youxuanzhi
2024-02-29 15:33:32,34.650482,29.4515,0.506941,45.026623,0.354806,1.61781,0.216368,5.4037,1.7654,566.4162,-313.9149
2024-02-29 15:33:33,34.681614,29.4515,0.500041,44.94562,0.348806,1.61661,0.216468,5.4037,1.7654,566.4919,-317.65036
2024-02-29 15:33:34,34.712746,29.4515,0.523141,44.91722,0.348806,1.61631,0.216768,5.4037,1.7654,566.5675,-314.98236
2024-02-29 15:33:35,34.74388,29.4515,0.509341,44.69442,0.350806,1.61691,0.217168,5.4037,1.7654,566.6432,-314.03418
2024-02-29 15:33:36,34.775013,29.4515,0.525541,44.88482,0.352806,1.61731,0.217668,5.4037,1.7654,566.738,-314.92743
2024-02-29 15:33:37,34.806145,29.4515,0.509341,45.03072,0.352806,1.61671,0.218168,5.4037,1.7654,566.7948,-314.15723
2024-02-29 15:33:38,34.837276,29.4515,0.518541,45.37092,0.350806,1.61861,0.218468,5.4037,1.7654,566.8705,-317.14136
2024-02-29 15:33:39,34.86841,29.4515,0.493141,45.44392,0.350806,1.61971,0.218868,5.4037,1.7654,566.9084,-314.2402
2024-02-29 15:33:40,34.899544,29.4515,0.520841,44.75122,0.350806,1.61941,0.219168,5.4037,1.7654,566.984,-314.3706
2024-02-29 15:33:41,34.930676,29.4515,0.537041,45.01042,0.352806,1.61841,0.219468,5.4037,1.7654,567.0409,-313.75238
2024-02-29 15:33:42,34.961807,29.4515,0.530141,44.99832,0.350806,1.61901,0.219668,5.4037,1.7654,567.0787,-314.4429
2024-02-29 15:33:43,34.99294,29.4515,0.520841,45.217022,0.350806,1.61811,0.220168,5.4037,1.7654,567.1355,-316.9468
2024-02-29 15:33:44,35.02407,29.4515,0.527841,45.273724,0.350806,1.61771,0.220468,5.4037,1.7654,567.1545,-311.45142
2024-02-29 15:33:45,35.055206,29.4515,0.530141,45.476322,0.350806,1.61751,0.220768,5.4037,1.7654,567.1734,-315.88745
2024-02-29 15:33:46,35.086338,29.4515,0.511641,45.54922,0.352806,1.61701,0.220968,5.4037,1.7654,567.1734,-310.1171
2024-02-29 15:33:47,35.11747,29.4515,0.497741,45.512722,0.350806,1.61731,0.221368,5.4037,1.7654,567.1545,-315.0398
2024-02-29 15:33:48,35.1486,29.4515,0.518541,45.569424,0.350806,1.61561,0.222068,5.4037,1.7654,567.0597,-314.0526
2024-02-29 15:33:49,35.179733,29.4515,0.511641,45.460125,0.350806,1.61571,0.222468,5.4037,1.7654,567.00287,-312.47263
2024-02-29 15:33:50,35.21087,29.4515,0.511641,45.423626,0.352806,1.61521,0.222968,5.4037,1.7654,566.90826,-310.48483
2024-02-29 15:33:51,35.242,29.4515,0.511641,45.423626,0.352806,1.61521,0.222968,5.4037,1.7654,566.90826,-309.36285
2024-02-29 15:33:52,35.273132,29.4515,0.497741,45.277824,0.350806,1.61501,0.223168,5.4037,1.7654,566.81354,-313.10242
2024-02-29 15:33:53,35.304264,29.4515,0.493141,44.949726,0.350806,1.61541,0.223368,5.4037,1.7654,566.681,-311.6466
2024-02-29 15:33:54,35.335396,29.4515,0.509341,45.119827,0.352806,1.61541,0.223568,5.4037,1.7654,566.56744,-315.2393
2024-02-29 15:33:55,35.36653,29.4515,0.500041,45.196827,0.352806,1.61621,0.223968,5.4037,1.7654,566.45386,-311.40582
2024-02-29 15:33:56,35.397663,29.4515,0.506941,45.002327,0.348806,1.61621,0.224468,5.4037,1.7654,566.32135,-313.4836
2024-02-29 15:33:57,35.428795,29.4515,0.511641,45.508728,0.346806,1.61531,0.225068,5.4037,1.7654,566.1699,-312.15097
2024-02-29 15:33:58,35.459927,29.4515,0.516241,45.53703,0.352806,1.61461,0.225468,5.4037,1.7654,566.03723,-312.9407
2024-02-29 15:33:59,35.49106,29.4515,0.518541,45.35073,0.350806,1.61391,0.225868,5.4037,1.7654,565.86694,-315.71503
2024-02-29 15:34:00,35.522194,29.4515,0.509341,45.407433,0.350806,1.61381,0.226068,5.4037,1.7654,565.7155,-312.01035
2024-02-29 15:34:01,35.553326,29.4515,0.502341,45.265633,0.350806,1.61371,0.226268,5.4037,1.7654,565.5829,-314.3776
2024-02-29 15:34:02,35.584457,29.4515,0.509341,45.54513,0.352806,1.61431,0.226468,5.4037,1.7654,565.4883,-312.11157
2024-02-29 15:34:03,35.61559,29.4515,0.525541,45.57753,0.352806,1.61461,0.226868,5.4037,1.7654,565.33685,-313.14972
2024-02-29 15:34:04,35.64672,29.4515,0.502341,45.61813,0.350806,1.61401,0.227168,5.4037,1.7654,565.22327,-315.01883
2024-02-29 15:34:05,35.677856,29.4515,0.511641,45.35473,0.352806,1.61391,0.227468,5.4037,1.7654,565.14746,-315.8532
2024-02-29 15:34:06,35.70899,29.4515,0.488441,45.456028,0.350806,1.61391,0.228168,5.4037,1.7654,565.05286,-316.66357
2024-02-29 15:34:07,35.74012,29.4515,0.516241,45.103626,0.350806,1.61311,0.228568,5.4037,1.7654,564.95825,-314.29367
2024-02-29 15:34:08,35.77125,29.4515,0.518541,45.480328,0.350806,1.61281,0.228968,5.4037,1.7654,564.8823,-315.7528
2024-02-29 15:34:09,35.802387,29.4515,0.520841,45.40743,0.352806,1.61421,0.229168,5.4037,1.7654,564.8067,-314.7629
2024-02-29 15:34:10,35.83352,29.4515,0.537041,45.24133,0.350806,1.61351,0.229368,5.4037,1.7654,564.731,-316.67053
2024-02-29 15:34:11,35.86465,29.4515,0.532441,44.775528,0.348806,1.61361,0.229768,5.4037,1.7654,564.6742,-318.74463
2024-02-29 15:34:12,35.895782,29.4515,0.497741,45.168427,0.350806,1.61231,0.230168,5.4037,1.7654,564.6363,-316.26865
2024-02-29 15:34:13,35.926914,29.4515,0.506941,44.961826,0.352806,1.61201,0.230968,5.4037,1.7654,564.5415,-313.05728
2024-02-29 15:34:14,35.95805,29.4515,0.504641,45.330425,0.350806,1.61161,0.231368,5.4037,1.7654,564.5226,-314.06946
2024-02-29 15:34:15,35.98918,29.4515,0.518541,45.468224,0.352806,1.61191,0.231668,5.4037,1.7654,564.5036,-312.21735
2024-02-29 15:34:16,36.020313,29.4515,0.518541,45.468224,0.352806,1.61191,0.231668,5.4037,1.7654,564.5036,-311.16815
2024-02-29 15:34:17,36.051445,29.4515,0.513941,45.099525,0.350806,1.61361,0.231868,5.4037,1.7654,564.4848,-312.5385
2024-02-29 15:34:18,36.082577,29.4515,0.520841,45.103626,0.350806,1.61441,0.232268,5.4037,1.7654,564.4658,-311.98175
2024-02-29 15:34:19,36.113712,29.4515,0.516241,45.006428,0.352806,1.61311,0.232668,5.4037,1.7654,564.4469,-313.81738
2024-02-29 15:34:20,36.144844,29.4515,0.500041,45.160328,0.350806,1.61271,0.233168,5.4037,1.7654,564.4469,-316.45557
2024-02-29 15:34:21,36.175976,29.4515,0.500041,45.192726,0.350806,1.61271,0.233668,5.4037,1.7654,564.4469,-313.8281
2024-02-29 15:34:22,36.207108,29.4515,0.516241,45.334526,0.350806,1.61381,0.233868,5.4037,1.7654,564.4469,-316.51425
2024-02-29 15:34:23,36.23824,29.4515,0.509341,45.338528,0.350806,1.61401,0.234168,5.4037,1.7654,564.4469,-310.24835
2024-02-29 15:34:24,36.269375,29.4515,0.502341,44.941628,0.348806,1.61421,0.234568,5.4037,1.7654,564.4658,-310.84015
2024-02-29 15:34:25,36.300507,29.4515,0.509341,45.067127,0.350806,1.61491,0.234868,5.4037,1.7654,564.4658,-311.57516
2024-02-29 15:34:26,36.33164,29.4515,0.523141,45.18873,0.350806,1.61561,0.235268,5.4037,1.7654,564.4848,-309.87595
2024-02-29 15:34:27,36.36277,29.4515,0.509341,44.92943,0.350806,1.61461,0.235568,5.4037,1.7654,564.4848,-313.12836
2024-02-29 15:34:28,36.3939,29.4515,0.645841,45.12793,0.350806,1.61461,0.236068,5.4037,1.7654,564.5036,-310.81705
2024-02-29 15:34:29,36.425037,29.4515,8.074141,44.85653,0.350806,1.55791,0.236568,5.4037,1.7654,564.5036,-314.11517
2024-02-29 15:34:30,36.45617,29.4515,12.342641,44.93343,0.352806,1.50661,0.236768,5.4037,1.7654,564.5226,-309.01965
2024-02-29 15:34:31,36.4873,29.4515,18.115742,44.97403,0.350806,1.44511,0.237168,5.4037,1.7654,564.5415,-311.4234
2024-02-29 15:34:32,43.099503,29.4515,23.594942,45.095528,0.350806,1.39871,0.237268,5.4037,1.7654,564.5415,-314.16522
2024-02-29 15:34:33,51.2135,29.4515,27.618141,44.965927,0.350806,1.35361,0.237368,5.4037,1.7654,564.5605,-313.88907
2024-02-29 15:34:34,55.798,29.4515,29.838041,45.13603,0.352806,1.32421,0.237268,5.4037,1.7654,564.5605,-316.49426
2024-02-29 15:34:35,58.6735,29.4515,30.300941,45.055027,0.350806,1.30561,0.237468,5.4037,1.7654,564.57947,-312.7035
2024-02-29 15:34:36,59.3662,29.4515,30.342642,45.140026,0.350806,1.29811,0.237668,5.4037,1.7654,564.57947,-316.76575
2024-02-29 15:34:37,59.0653,29.4515,30.35884,44.856525,0.350806,1.29591,0.238068,5.4037,1.7654,564.59827,-312.63593
2024-02-29 15:34:38,58.9409,29.4515,30.368141,45.055027,0.352806,1.29631,0.238268,5.4037,1.7654,564.6172,-307.61172
2024-02-29 15:34:39,59.4545,29.4515,30.37734,45.322327,0.350806,1.29731,0.238768,5.4037,1.7654,564.6172,-306.35257
2024-02-29 15:34:40,59.4545,29.4515,30.37734,45.322327,0.350806,1.29731,0.238768,5.4037,1.7654,564.6172,-305.71774
2024-02-29 15:34:41,58.566196,29.4515,30.368141,45.443928,0.352806,1.29751,0.238968,5.4037,1.7654,564.63617,-308.41147
2024-02-29 15:34:42,57.609795,29.4515,30.363441,45.64243,0.350806,1.27961,0.239268,5.4037,1.7654,564.63617,-306.26416
2024-02-29 15:34:43,57.573395,29.4515,30.365742,45.37503,0.352806,1.26861,0.239368,5.4037,1.7654,564.6551,-309.95496
2024-02-29 15:34:44,57.900196,29.4515,30.384342,44.94563,0.352806,1.26291,0.239468,5.4037,1.7654,564.6551,-309.10043
2024-02-29 15:34:45,57.281296,29.4515,30.379642,44.93753,0.348806,1.25921,0.239668,5.4037,1.7654,564.6551,-308.8769
2024-02-29 15:34:46,57.116295,29.4515,30.377342,45.188732,0.350806,1.25871,0.239968,5.4037,1.7654,564.6741,-308.09552
2024-02-29 15:34:47,59.189396,29.4515,30.386642,45.27373,0.350806,1.26321,0.240568,5.4037,1.7654,564.6741,-305.90567
2024-02-29 15:34:48,60.068398,29.4515,30.375042,45.28593,0.348806,1.27751,0.241068,5.4037,1.7654,564.6741,-308.64822
2024-02-29 15:34:49,60.399097,29.4515,30.370441,45.45603,0.352806,1.29241,0.241268,5.4037,1.7654,564.6741,-304.99817
2024-02-29 15:34:50,60.346996,29.4515,30.351942,45.136032,0.350806,1.31521,0.241468,5.4037,1.7654,564.6551,-306.41608
2024-02-29 15:34:51,61.175095,29.4515,30.381943,45.09553,0.350806,1.33351,0.241468,5.4037,1.7654,564.6551,-303.99628
2024-02-29 15:34:52,61.175095,29.4515,30.363443,44.852432,0.350806,1.35041,0.241668,5.4037,1.7654,564.63617,-306.54767
2024-02-29 15:34:53,61.431595,29.4515,30.361143,44.88893,0.348806,1.36761,0.241968,5.4037,1.7654,564.6172,-305.78546
2024-02-29 15:34:54,61.839794,29.4515,30.386642,45.14003,0.352806,1.38421,0.242468,5.4037,1.7654,564.59827,-302.52042
2024-02-29 15:34:55,62.278996,29.4515,30.391243,45.16433,0.350806,1.39691,0.242868,5.4037,1.7654,564.57947,-304.36078
2024-02-29 15:34:56,61.958294,29.4515,30.354242,44.91323,0.350806,1.41251,0.243168,5.4037,1.7654,564.5605,-301.75858
2024-02-29 15:34:57,62.076694,29.4515,30.375042,45.54113,0.350806,1.41891,0.243168,5.4037,1.7654,564.5415,-303.13196
2024-02-29 15:34:58,62.530994,29.4515,30.386642,45.44793,0.348806,1.43031,0.243168,5.4037,1.7654,564.5226,-303.17627
2024-02-29 15:34:59,62.463894,29.4515,30.381943,45.51273,0.352806,1.44041,0.243168,5.4037,1.7654,564.4848,-304.9769
2024-02-29 15:35:00,62.748592,29.4515,30.388943,45.25353,0.350806,1.45121,0.243468,5.4037,1.7654,564.4658,-303.99362
2024-02-29 15:35:01,62.98199,29.4515,30.386642,45.439827,0.350806,1.46261,0.243868,5.4037,1.7654,564.4469,-302.43848
2024-02-29 15:35:02,63.01529,29.4515,30.379642,45.281826,0.350806,1.47171,0.244268,5.4037,1.7654,564.428,-302.03494
2024-02-29 15:35:03,63.08179,29.4515,30.381943,45.593826,0.350806,1.48161,0.244668,5.4037,1.7654,564.3901,-300.9508
2024-02-29 15:35:04,62.832092,29.4515,30.384342,45.500626,0.350806,1.48501,0.244868,5.4037,1.7654,564.37115,-301.22256
2024-02-29 15:35:05,62.58129,29.4515,30.381943,44.986126,0.350806,1.48261,0.245068,5.4037,1.7654,564.33325,-303.9488
2024-02-29 15:35:06,62.39679,29.4515,30.395844,45.350727,0.350806,1.48101,0.245568,5.4037,1.7654,564.2955,-300.99896
2024-02-29 15:35:07,61.85679,29.4515,30.379644,45.362827,0.350806,1.48021,0.245868,5.4037,1.7654,564.2765,-299.67313
2024-02-29 15:35:08,61.85679,29.4515,30.379644,45.362827,0.350806,1.48021,0.245868,5.4037,1.7654,564.2765,-298.9403
2024-02-29 15:35:09,61.83989,29.4515,30.391245,45.20083,0.352806,1.47941,0.246268,5.4037,1.7654,564.25757,-298.0317
2024-02-29 15:35:10,62.19479,29.4515,30.402845,45.04693,0.348806,1.47811,0.246568,5.4037,1.7654,564.21967,-295.5205
2024-02-29 15:35:11,62.22859,29.4515,30.393545,45.042828,0.352806,1.47801,0.246768,5.4037,1.7654,564.20074,-295.24673
2024-02-29 15:35:12,61.516987,29.4515,30.393545,45.298027,0.352806,1.47811,0.247068,5.4037,1.7654,564.18176,-294.06247
2024-02-29 15:35:13,61.704185,29.4515,30.393545,45.221127,0.352806,1.47801,0.247368,5.4037,1.7654,564.16284,-294.01083
2024-02-29 15:35:14,62.346386,29.4515,30.388945,44.824127,0.352806,1.47781,0.247768,5.4037,1.7654,564.12494,-293.62875
2024-02-29 15:35:15,62.614784,29.4515,30.398144,44.820026,0.350806,1.47791,0.247968,5.4037,1.7654,564.10614,-295.95264
2024-02-29 15:35:16,62.798683,29.4515,30.425943,44.884827,0.350806,1.47791,0.248468,5.4037,1.7654,564.08716,-296.3154
2024-02-29 15:35:17,62.44718,29.4515,30.419043,45.318325,0.350806,1.47801,0.248568,5.4037,1.7654,564.04926,-294.4236
2024-02-29 15:35:18,62.312782,29.4515,30.384342,45.423626,0.350806,1.47801,0.248968,5.4037,1.7654,564.03033,-293.81772
2024-02-29 15:35:19,62.02608,29.4515,30.400541,45.176525,0.350806,1.47781,0.249468,5.4037,1.7654,564.01135,-291.64542
2024-02-29 15:35:20,63.29748,29.4515,30.414442,44.965923,0.348806,1.48171,0.249868,5.4037,1.7654,563.99243,-289.96597
2024-02-29 15:35:21,63.545483,29.4515,30.407442,44.864624,0.350806,1.49171,0.250168,5.4037,1.7654,563.97345,-288.127
2024-02-29 15:35:22,63.528984,29.4515,30.395842,44.917225,0.350806,1.50311,0.250368,5.4037,1.7654,563.9545,-288.1873
2024-02-29 15:35:23,63.907383,29.4515,30.400541,45.160324,0.350806,1.51441,0.250568,5.4037,1.7654,563.9545,-290.42123
2024-02-29 15:35:24,64.087585,29.4515,30.423641,45.366924,0.350806,1.52561,0.250768,5.4037,1.7654,563.9356,-287.7849
2024-02-29 15:35:25,63.972984,29.4515,30.423641,45.350723,0.352806,1.53441,0.251168,5.4037,1.7654,563.9356,-291.20187
2024-02-29 15:35:26,64.185585,29.4515,30.400541,45.091423,0.348806,1.54661,0.251668,5.4037,1.7654,563.9356,-289.1501
2024-02-29 15:35:27,64.80328,29.4515,30.425941,44.994225,0.350806,1.56231,0.252168,5.4037,1.7654,563.9356,-289.53244
2024-02-29 15:35:28,64.462685,29.4515,30.41904,44.901024,0.348806,1.57241,0.252468,5.4037,1.7654,563.9545,-288.92932
2024-02-29 15:35:29,64.03848,29.4515,30.400541,45.006424,0.352806,1.57641,0.252668,5.4037,1.7654,563.9545,-288.66577
2024-02-29 15:35:30,63.77598,29.4515,30.395842,45.342625,0.352806,1.57651,0.252868,5.4037,1.7654,563.97345,-287.3571
2024-02-29 15:35:31,63.98928,29.4515,30.425941,45.184624,0.350806,1.57631,0.253268,5.4037,1.7654,563.97345,-283.88562
2024-02-29 15:35:32,64.49518,29.4515,30.409742,45.208923,0.350806,1.57671,0.254368,5.4037,1.7654,563.99243,-279.07486
2024-02-29 15:35:33,63.874577,29.4515,30.409742,45.229225,0.348806,1.57751,0.254668,5.4037,1.7654,564.01135,-277.99484
2024-02-29 15:35:34,63.644375,29.4515,30.395842,45.055027,0.350806,1.57761,0.254768,5.4037,1.7654,564.03033,-276.46832
2024-02-29 15:35:35,63.644375,29.4515,30.395842,45.055027,0.350806,1.57761,0.254768,5.4037,1.7654,564.03033,-275.72388
2024-02-29 15:35:36,64.00568,29.4515,30.42134,45.557327,0.352806,1.57711,0.254968,5.4037,1.7654,564.04926,-275.7424
2024-02-29 15:35:37,64.15288,29.4515,30.423641,45.468227,0.348806,1.57681,0.255168,5.4037,1.7654,564.06824,-279.4557
2024-02-29 15:35:38,64.18558,29.4515,30.402842,45.18873,0.352806,1.57681,0.255568,5.4037,1.7654,564.08716,-276.85623
2024-02-29 15:35:39,64.43008,29.4515,30.400541,45.41153,0.350806,1.57641,0.256268,5.4037,1.7654,564.10614,-277.4845
2024-02-29 15:35:40,64.41388,29.4515,30.407442,45.72343,0.352806,1.57641,0.256568,5.4037,1.7654,564.12494,-273.06152
2024-02-29 15:35:41,64.38128,29.4515,30.435242,45.60593,0.350806,1.57621,0.257068,5.4037,1.7654,564.16284,-274.70193
2024-02-29 15:35:42,64.36498,29.4515,30.428242,45.42363,0.352806,1.57641,0.257168,5.4037,1.7654,564.20074,-272.84326
2024-02-29 15:35:43,64.41388,29.4515,30.423641,45.07933,0.350806,1.57681,0.257168,5.4037,1.7654,564.23846,-277.2696
2024-02-29 15:35:44,63.82528,29.4515,30.423641,45.01453,0.350806,1.57691,0.257668,5.4037,1.7654,564.2765,-278.6286
2024-02-29 15:35:45,63.90738,29.4515,30.425941,45.39123,0.350806,1.57681,0.258168,5.4037,1.7654,564.2954,-277.6828
2024-02-29 15:35:46,63.80888,29.4515,30.409742,45.51683,0.350806,1.57691,0.258768,5.4037,1.7654,564.3332,-275.61176
2024-02-29 15:35:47,64.03848,29.4515,30.409742,45.42363,0.350806,1.57631,0.259268,5.4037,1.7654,564.3521,-272.91776
2024-02-29 15:35:48,63.77598,29.4515,30.430643,45.55323,0.352806,1.57611,0.259568,5.4037,1.7654,564.39,-274.16763
2024-02-29 15:35:49,63.907284,29.4515,30.409742,45.18463,0.350806,1.57651,0.259568,5.4037,1.7654,564.409,-272.4181
2024-02-29 15:35:50,63.561882,29.4515,30.393543,45.294033,0.352806,1.57671,0.259868,5.4037,1.7654,564.409,-272.4674
2024-02-29 15:35:51,63.49588,29.4515,30.409742,45.354733,0.348806,1.57711,0.260268,5.4037,1.7654,564.4279,-274.11633
2024-02-29 15:35:52,63.59488,29.4515,30.409742,45.50463,0.352806,1.57691,0.260968,5.4037,1.7654,564.4279,-270.2564
2024-02-29 15:35:53,63.79228,29.4515,30.416742,45.460133,0.348806,1.57711,0.261468,5.4037,1.7654,564.4279,-271.83212
2024-02-29 15:35:54,63.545277,29.4515,30.430643,45.561333,0.350806,1.57741,0.261868,5.4037,1.7654,564.4279,-267.8044
2024-02-29 15:35:55,63.280777,29.4515,30.425943,45.476334,0.348806,1.57711,0.262068,5.4037,1.7654,564.4279,-269.73367
2024-02-29 15:35:56,63.627678,29.4515,30.435244,45.573532,0.352806,1.57701,0.262168,5.4037,1.7654,564.4279,-266.50464
2024-02-29 15:35:57,63.841476,29.4515,30.430643,45.42773,0.350806,1.57681,0.262668,5.4037,1.7654,564.409,-267.45566
2024-02-29 15:35:58,64.15257,29.4515,30.414444,45.53303,0.352806,1.57691,0.263568,5.4037,1.7654,564.39,-265.8495
2024-02-29 15:35:59,63.676872,29.4515,30.414444,45.14413,0.350806,1.57691,0.263968,5.4037,1.7654,564.39,-269.47742
2024-02-29 15:36:00,63.34677,29.4515,30.419044,45.44393,0.352806,1.57691,0.264268,5.4037,1.7654,564.3711,-266.36917
2024-02-29 15:36:01,63.66037,29.4515,30.419044,45.67483,0.352806,1.57701,0.264468,5.4037,1.7654,564.3711,-267.4886
2024-02-29 15:36:02,63.87397,29.4515,30.412045,45.188732,0.348806,1.57681,0.264868,5.4037,1.7654,564.3521,-264.93848
2024-02-29 15:36:03,63.87397,29.4515,30.412045,45.188732,0.348806,1.57681,0.264868,5.4037,1.7654,564.3521,-263.49185
2024-02-29 15:36:04,63.66027,29.4515,30.423645,44.84843,0.352806,1.576509,0.265368,5.4037,1.7654,564.3332,-264.29434
2024-02-29 15:36:05,63.74247,29.4515,30.430645,44.99023,0.348806,1.576509,0.265768,5.4037,1.7654,564.3332,-264.07193
2024-02-29 15:36:06,63.709568,29.4515,30.430645,45.68293,0.352806,1.57671,0.266168,5.4037,1.7654,564.3143,-261.7356
2024-02-29 15:36:07,63.692966,29.4515,30.428246,45.65053,0.348806,1.57621,0.266568,5.4037,1.7654,564.3143,-265.09586
2024-02-29 15:36:08,63.643566,29.4515,30.430645,46.01503,0.352806,1.57671,0.267068,5.4037,1.7654,564.29535,-261.8459
2024-02-29 15:36:09,63.709267,29.4515,30.416744,45.52493,0.350806,1.57621,0.267568,5.4037,1.7654,564.27637,-264.1077
2024-02-29 15:36:10,63.495068,29.4515,30.405144,45.43983,0.350806,1.57571,0.267968,5.4037,1.7654,564.27637,-264.80777
2024-02-29 15:36:11,63.774967,29.4515,30.442144,45.78413,0.348806,1.57511,0.268268,5.4037,1.7654,564.25745,-264.383
2024-02-29 15:36:12,63.889866,29.4515,30.435244,46.50123,0.350806,1.57491,0.268468,5.4037,1.7654,564.23846,-266.29196
2024-02-29 15:36:13,63.593666,29.4515,30.430643,46.922527,0.350806,1.57541,0.268968,5.4037,1.7654,564.21954,-261.77066
2024-02-29 15:36:14,63.955265,29.4515,30.437544,46.954926,0.352806,1.57601,0.269368,5.4037,1.7654,564.20056,-264.3966
2024-02-29 15:36:15,63.692364,29.4515,30.425943,47.262726,0.350806,1.57631,0.269768,5.4037,1.7654,564.18164,-259.46353
2024-02-29 15:36:16,63.279564,29.4515,30.430643,47.299225,0.350806,1.57681,0.270268,5.4037,1.7654,564.14374,-262.06122
2024-02-29 15:36:17,63.576862,29.4515,30.416742,47.206024,0.350806,1.575909,0.270768,5.4037,1.7654,564.0869,-259.7989
2024-02-29 15:36:18,64.542366,29.4515,32.42824,47.193924,0.350806,1.567909,0.271068,5.4037,1.7654,564.0112,-258.50577
2024-02-29 15:36:19,71.916565,29.4515,36.28244,47.501724,0.350806,1.52711,0.271168,5.4037,1.7654,563.9544,-258.55716
2024-02-29 15:36:20,84.09167,29.4515,39.81484,47.720524,0.350806,1.451509,0.271568,5.4037,1.7654,563.8787,-255.67896
2024-02-29 15:36:21,86.52427,29.4515,40.26394,48.056725,0.352806,1.426009,0.272068,5.4037,1.7654,563.784,-257.43524
2024-02-29 15:36:22,87.94217,29.4515,40.310238,47.307323,0.348806,1.419409,0.272568,5.4037,1.7654,563.7083,-253.52386
2024-02-29 15:36:23,88.74877,29.4515,40.33334,47.509823,0.354806,1.416909,0.273268,5.4037,1.7654,563.5,-252.21684
2024-02-29 15:36:24,88.87827,29.4515,40.35884,47.971622,0.352806,1.417809,0.273468,5.4037,1.7654,563.3675,-253.19092
2024-02-29 15:36:25,88.66567,29.4515,40.32874,48.235023,0.348806,1.417909,0.273668,5.4037,1.7654,563.2729,-258.26688
2024-02-29 15:36:26,88.66567,29.4515,40.32874,48.235023,0.348806,1.417909,0.273668,5.4037,1.7654,563.2729,-261.25967
2024-02-29 15:36:27,88.04857,29.4515,40.34034,48.186325,0.352806,1.418009,0.274168,5.4037,1.7654,563.1593,-254.29036
2024-02-29 15:36:28,88.55897,29.4515,40.35424,48.214725,0.352806,1.418309,0.274768,5.4037,1.7654,563.0646,-253.74147
2024-02-29 15:36:29,88.452065,29.4515,40.34494,48.356525,0.352806,1.418509,0.275268,5.4037,1.7654,562.96985,-250.23352
2024-02-29 15:36:30,87.893364,29.4515,40.34264,48.757526,0.350806,1.419009,0.275568,5.4037,1.7654,562.89417,-246.94661
2024-02-29 15:36:31,87.988464,29.4515,40.35884,49.118126,0.346806,1.419109,0.275768,5.4037,1.7654,562.8185,-250.71368
2024-02-29 15:36:32,87.06626,29.4515,40.379642,48.984425,0.352806,1.418409,0.276168,5.4037,1.7654,562.76166,-246.88318
2024-02-29 15:36:33,87.70176,29.4515,40.34954,49.247726,0.350806,1.417609,0.276768,5.4037,1.7654,562.68585,-250.41988
2024-02-29 15:36:34,88.01196,29.4515,40.34034,49.434025,0.352806,1.418109,0.277268,5.4037,1.7654,562.6481,-245.27815
2024-02-29 15:36:35,87.951965,29.4515,40.34034,49.450226,0.350806,1.418409,0.277768,5.4037,1.7654,562.57227,-245.43578
2024-02-29 15:36:36,87.593666,29.4515,40.34724,49.859425,0.354806,1.418409,0.278068,5.4037,1.7654,562.5345,-244.33055
2024-02-29 15:36:37,87.413765,29.4515,40.33804,50.272625,0.352806,1.41801,0.278168,5.4037,1.7654,562.4967,-245.48616
2024-02-29 15:36:38,87.71297,29.4515,40.370438,50.215923,0.350806,1.41811,0.278568,5.4037,1.7654,562.4399,-247.79086
2024-02-29 15:36:39,88.165565,29.4515,40.347237,50.049824,0.352806,1.41831,0.278968,5.4037,1.7654,562.402,-246.87735
2024-02-29 15:36:40,87.97517,29.4515,40.349537,50.592625,0.350806,1.41881,0.279568,5.4037,1.7654,562.34515,-249.40314
2024-02-29 15:36:41,87.652664,29.4515,40.381935,50.981525,0.350806,1.41901,0.280168,5.4037,1.7654,562.2883,-244.41449
2024-02-29 15:36:42,88.12966,29.4515,40.347237,51.196224,0.348806,1.41951,0.280568,5.4037,1.7654,562.21265,-243.7879
2024-02-29 15:36:43,87.74796,29.4515,40.356537,51.196224,0.350806,1.42011,0.280668,5.4037,1.7654,562.1558,-240.35373
2024-02-29 15:36:44,88.081764,29.4515,40.347237,51.070625,0.348806,1.419309,0.280968,5.4037,1.7654,562.09894,-237.94536
2024-02-29 15:36:45,87.83106,29.4515,40.379635,51.649925,0.350806,1.418609,0.281468,5.4037,1.7654,562.0233,-238.85428
2024-02-29 15:36:46,87.675766,29.4515,40.340336,52.156326,0.350806,1.418309,0.282168,5.4037,1.7654,561.9285,-232.40569
2024-02-29 15:36:47,86.96726,29.4515,40.368137,52.310226,0.350806,1.418609,0.282668,5.4037,1.7654,561.85284,-234.77393
2024-02-29 15:36:48,86.93116,29.4515,40.342636,52.261627,0.352806,1.41881,0.282968,5.4037,2.0127,561.7772,-230.69821
2024-02-29 15:36:49,87.67516,29.4515,40.354237,51.925327,0.348806,1.41941,0.283368,5.4037,2.3357,561.7014,-231.43996
2024-02-29 15:36:50,87.79456,29.4515,40.335636,52.11173,0.352806,1.419209,0.283868,5.4037,2.4563,561.62573,-231.4811
2024-02-29 15:36:51,88.03266,29.4515,40.342636,52.78013,0.350806,1.419109,0.284168,5.4037,2.4895,561.55005,-229.80113
